GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 21,SAO PAULO, SAO PAULO - BRASIL","151221506770000062","151","221","506770","00","0062",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","72",TRAVESSA JOSIAS RAFAEL DE MORAIS,"21","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132885","-46,4608994"
"RUA ORLANDO AUGUSTO DA SILVA, 71,SAO PAULO, SAO PAULO - BRASIL","151221791504000044","151","221","791504","00","0044",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","171",RUA ORLANDO AUGUSTO DA SILVA,"71","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,614376","-46,4603058"
"RUA MACHADO DUTRA, 179,SAO PAULO, SAO PAULO - BRASIL","151223591556000029","151","223","591556","00","0029",SM,SMT,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","156",RUA MACHADO DUTRA,"179","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6136424","-46,4600096"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 5,SAO PAULO, SAO PAULO - BRASIL","151222506770000017","151","222","506770","00","0017",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","98",TRAVESSA JOSIAS RAFAEL DE MORAIS,"5","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132734","-46,4609785"
"RUA MACHADO DUTRA, 161,SAO PAULO, SAO PAULO - BRASIL","151217591556000022","151","217","591556","00","0022",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","127",RUA MACHADO DUTRA,"161","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6139583","-46,4605722"
"RUA ORLANDO AUGUSTO DA SILVA, 19,SAO PAULO, SAO PAULO - BRASIL","151221791504000027","151","221","791504","00","0027",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","143",RUA ORLANDO AUGUSTO DA SILVA,"19","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,614799","-46,4598668"
"RUA MACHADO DUTRA, 193,SAO PAULO, SAO PAULO - BRASIL","151223591556000024","151","223","591556","00","0024",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","86",RUA MACHADO DUTRA,"193","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,613656","-46,459679"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 40,SAO PAULO, SAO PAULO - BRASIL","151218506770000018","151","218","506770","00","0018",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","125",TRAVESSA JOSIAS RAFAEL DE MORAIS,"40","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6134049","-46,460879"
"RUA FILIPE DE MOURA, 75,SAO PAULO, SAO PAULO - BRASIL","151220635286000032","151","220","635286","00","0032",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","134",RUA FILIPE DE MOURA,"75","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,613066","-46,4592658"
"RUA RENATA MARIA DE A. DE JESUS, 11,SAO PAULO, SAO PAULO - BRASIL","151223506788000031","151","223","506788","00","0031",SM,SMT,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","140",RUA RENATA MARIA DE A. DE JESUS,"11","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132905","-46,4600115"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 29,SAO PAULO, SAO PAULO - BRASIL","151221506770000036","151","221","506770","00","0036",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","7","9",TRAVESSA JOSIAS RAFAEL DE MORAIS,"29","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6133056","-46,4608872"
"RUA FILIPE DE MOURA, 47,SAO PAULO, SAO PAULO - BRASIL","151223635286000010","151","223","635286","00","0010",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","132",RUA FILIPE DE MOURA,"47","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6135713","-46,459463"
"RUA MACHADO DUTRA, 180,SAO PAULO, SAO PAULO - BRASIL","151222591556000011","151","222","591556","00","0011",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","111",RUA MACHADO DUTRA,"180","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6137712","-46,4598762"
"RUA FILIPE DE MOURA, 5,SAO PAULO, SAO PAULO - BRASIL","151223635286000011","151","223","635286","00","0011",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","140",RUA FILIPE DE MOURA,"5","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6145635","-46,4582988"
"RUA NANA VASCONCELOS, 6,SAO PAULO, SAO PAULO - BRASIL","151219506796000017","151","219","506796","00","0017",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","166",RUA NANA VASCONCELOS,"6","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6131596","-46,4601498"
"RUA MACIEL ARANHA, 265,SAO PAULO, SAO PAULO - BRASIL","151221785032000018","151","221","785032","00","0018",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","56",RUA MACIEL ARANHA,"265","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6145882","-46,4594732"
"RUA ORLANDO AUGUSTO DA SILVA, 13,SAO PAULO, SAO PAULO - BRASIL","151221791504000030","151","221","791504","00","0030",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","75",RUA ORLANDO AUGUSTO DA SILVA,"13","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6146395","-46,4599419"
"RUA FILIPE DE MOURA, 80,SAO PAULO, SAO PAULO - BRASIL","151223635286000001","151","223","635286","00","0001",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","242",RUA FILIPE DE MOURA,"80","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132232","-46,4597165"
"RUA MACHADO DUTRA, 167,SAO PAULO, SAO PAULO - BRASIL","151217591556000025","151","217","591556","00","0025",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","171",RUA MACHADO DUTRA,"167","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6138762","-46,4603906"
"RUA MACHADO DUTRA, 201,SAO PAULO, SAO PAULO - BRASIL","151223591556000020","151","223","591556","00","0020",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","139",RUA MACHADO DUTRA,"201","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6138566","-46,4595984"
"RUA MACHADO DUTRA, 200,SAO PAULO, SAO PAULO - BRASIL","151222591556000002","151","222","591556","00","0002",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","176",RUA MACHADO DUTRA,"200","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6142112","-46,4595663"
"RUA DOS CAIFAZES, 13,SAO PAULO, SAO PAULO - BRASIL","151220626350000013","151","220","626350","00","0013",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","134",RUA DOS CAIFAZES,"13","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6126484","-46,4594536"
"RUA MACIEL ARANHA, 345,SAO PAULO, SAO PAULO - BRASIL","151221785032000004","151","221","785032","00","0004",SM,SMT,"3",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","112",RUA MACIEL ARANHA,"345","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6140478","-46,4590629"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 19,SAO PAULO, SAO PAULO - BRASIL","151222506770000024","151","222","506770","00","0024",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","107",TRAVESSA JOSIAS RAFAEL DE MORAIS,"19","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132829","-46,4609033"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 13,SAO PAULO, SAO PAULO - BRASIL","151222506770000021","151","222","506770","00","0021",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","190","101",TRAVESSA JOSIAS RAFAEL DE MORAIS,"13","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132738","-46,4609069"
"RUA NANA VASCONCELOS, 1,SAO PAULO, SAO PAULO - BRASIL","151218506796000007","151","218","506796","00","0007",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","113",RUA NANA VASCONCELOS,"1","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6133393","-46,4603455"
"RUA FILIPE DE MOURA, 98,SAO PAULO, SAO PAULO - BRASIL","151219635286000006","151","219","635286","00","0006",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","183",RUA FILIPE DE MOURA,"98","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6126669","-46,4600154"
"RUA FILIPE DE MOURA, 126,SAO PAULO, SAO PAULO - BRASIL","151219635286000014","151","219","635286","00","0014",SM,SMT,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","144",RUA FILIPE DE MOURA,"126","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6123592","-46,4601025"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 24,SAO PAULO, SAO PAULO - BRASIL","151222506770000027","151","222","506770","00","0027",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","87",TRAVESSA JOSIAS RAFAEL DE MORAIS,"24","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,613351","-46,460934"
"RUA MACIEL ARANHA, 301,SAO PAULO, SAO PAULO - BRASIL","151221785032000012","151","221","785032","00","0012",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","121",RUA MACIEL ARANHA,"301","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6143565","-46,4592125"
"RUA RENATA MARIA DE A. DE JESUS, 14,SAO PAULO, SAO PAULO - BRASIL","151218506788000010","151","218","506788","00","0010",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","70","50",RUA RENATA MARIA DE A. DE JESUS,"14","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132905","-46,4600115"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 46,SAO PAULO, SAO PAULO - BRASIL","151217506770000030","151","217","506770","00","0030",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","20","103",TRAVESSA JOSIAS RAFAEL DE MORAIS,"46","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6134458","-46,4608336"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 36,SAO PAULO, SAO PAULO - BRASIL","151222506770000030","151","222","506770","00","0030",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","39",TRAVESSA JOSIAS RAFAEL DE MORAIS,"36","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,613392","-46,4608934"
"RUA MACIEL ARANHA, 359,SAO PAULO, SAO PAULO - BRASIL","151221785032000001","151","221","785032","00","0001",SM,SMT,"2",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","90",RUA MACIEL ARANHA,"359","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6139125","-46,4590333"
"RUA MACHADO DUTRA, 208,SAO PAULO, SAO PAULO - BRASIL","151221591556000073","151","221","591556","00","0073",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","55","64",RUA MACHADO DUTRA,"208","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6140594","-46,4594668"
"RUA NANA VASCONCELOS, 8,SAO PAULO, SAO PAULO - BRASIL","151219506796000018","151","219","506796","00","0018",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","171",RUA NANA VASCONCELOS,"8","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6131347","-46,4601658"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 3,SAO PAULO, SAO PAULO - BRASIL","151222506770000016","151","222","506770","00","0016",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","103",TRAVESSA JOSIAS RAFAEL DE MORAIS,"3","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6132671","-46,4609808"
"RUA MACHADO DUTRA, 205,SAO PAULO, SAO PAULO - BRASIL","151223591556000018","151","223","591556","00","0018",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","100",RUA MACHADO DUTRA,"205","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6139118","-46,4594536"
"RUA GALAXIA, 5,SAO PAULO, SAO PAULO - BRASIL","151220211818000005","151","220","211818","00","0005",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","126",RUA GALAXIA,"5","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,612854","-46,4591906"
"RUA ORLANDO AUGUSTO DA SILVA, 53,SAO PAULO, SAO PAULO - BRASIL","151221791504000049","151","221","791504","00","0049",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","115",RUA ORLANDO AUGUSTO DA SILVA,"53","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6141705","-46,4604702"
"RUA MACIEL ARANHA, 231,SAO PAULO, SAO PAULO - BRASIL","151221785032000024","151","221","785032","00","0024",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","20","32",RUA MACIEL ARANHA,"231","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6148031","-46,4597258"
"RUA MACIEL ARANHA, 313,SAO PAULO, SAO PAULO - BRASIL","151221785032000009","151","221","785032","00","0009",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","31",RUA MACIEL ARANHA,"313","0","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6142379","-46,4591466"
"RUA MACHADO DUTRA, 195,SAO PAULO, SAO PAULO - BRASIL","151223591556000023","151","223","591556","00","0023",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","124",RUA MACHADO DUTRA,"195","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6137219","-46,4596871"
"TRAVESSA JOSIAS RAFAEL DE MORAIS, 37,SAO PAULO, SAO PAULO - BRASIL","151218506770000015","151","218","506770","00","0015",SM,SMT,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","113",TRAVESSA JOSIAS RAFAEL DE MORAIS,"37","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6133222","-46,4608677"
